codec,geom,file_size,run,write_ms,read_ms,verify,mode,layout,cpu,shard_size,simd_mode
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,simd
mojette-nonsys,4+2,16777216,4,542,292554,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
rs,8+2,16777216,4,409,253,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-sys,8+2,16777216,4,413,313,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-nonsys,8+2,16777216,4,557,598589,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
plain,1+0,16777216,5,5227,5179,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
stripe,10+0,16777216,5,5935,5943,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,simd
rs,4+2,16777216,5,448,280,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-sys,4+2,16777216,5,461,333,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-nonsys,4+2,16777216,5,517,292224,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
rs,8+2,16777216,5,419,252,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-sys,8+2,16777216,5,399,305,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
mojette-nonsys,8+2,16777216,5,545,607008,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,avx2,262144,simd
codec,geometry,size_bytes,run,write_ms,read_ms,verify,mode,layout,arch,cpu,kernel,simd,scalar
plain,1+0,65536,1,49,51,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,65536,1,71,71,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,1,67,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,65536,1,66,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,65536,1,72,18600,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,65536,1,81,67,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,65536,1,77,73,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,65536,1,99,74622,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,65536,2,42,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,65536,2,72,73,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,2,68,50,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,65536,2,52,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,65536,2,76,18424,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,65536,2,71,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,65536,2,80,76,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,65536,2,106,76536,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,65536,3,47,56,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,65536,3,64,71,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,3,66,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,65536,3,62,59,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,65536,3,70,18034,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,65536,3,73,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,65536,3,86,76,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,65536,3,112,76202,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,65536,4,39,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,65536,4,72,72,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,4,68,48,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,65536,4,66,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,65536,4,73,17994,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,65536,4,74,65,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,65536,4,83,76,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,65536,4,101,74003,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,65536,5,42,48,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,65536,5,62,96,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,65536,5,55,49,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,65536,5,66,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,65536,5,69,17817,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,65536,5,75,64,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,65536,5,68,76,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,65536,5,104,74467,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,262144,1,113,117,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,262144,1,144,160,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,1,56,49,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,262144,1,69,50,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,262144,1,72,17750,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,262144,1,72,67,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,262144,1,87,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,262144,1,98,76416,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,262144,2,98,122,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,262144,2,147,158,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,2,60,57,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,262144,2,68,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,262144,2,63,18243,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,262144,2,84,66,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,262144,2,88,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,262144,2,103,74104,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,262144,3,114,107,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,262144,3,145,145,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,3,66,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,262144,3,70,50,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,262144,3,71,18050,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,262144,3,82,68,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,262144,3,88,76,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,262144,3,101,74410,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,262144,4,108,118,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,262144,4,149,145,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,4,66,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,262144,4,59,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,262144,4,75,18389,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,262144,4,83,69,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,262144,4,107,74,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,262144,4,107,73464,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,262144,5,99,121,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,262144,5,147,137,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,262144,5,69,58,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,262144,5,60,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,262144,5,78,17768,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,262144,5,79,60,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,262144,5,87,75,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,262144,5,108,74157,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,1048576,1,347,362,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,1048576,1,435,420,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,1,71,58,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,1048576,1,69,64,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,1048576,1,80,18144,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,1048576,1,78,49,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,1048576,1,80,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,1048576,1,108,73049,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,1048576,2,343,370,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,1048576,2,420,412,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,2,69,44,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,1048576,2,68,64,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,1048576,2,68,18493,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,1048576,2,77,53,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,1048576,2,81,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,1048576,2,103,73881,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,1048576,3,361,351,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,1048576,3,431,409,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,3,70,54,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,1048576,3,64,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,1048576,3,70,18091,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,1048576,3,75,72,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,1048576,3,85,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,1048576,3,101,76167,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,1048576,4,326,360,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,1048576,4,420,413,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,4,68,55,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,1048576,4,70,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,1048576,4,63,18556,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,1048576,4,74,62,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,1048576,4,85,79,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,1048576,4,114,77552,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,1048576,5,360,366,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,1048576,5,436,411,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,1048576,5,68,50,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,1048576,5,59,63,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,1048576,5,73,17855,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,1048576,5,86,61,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,1048576,5,88,77,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,1048576,5,107,73460,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,4194304,1,1334,1316,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,4194304,1,1527,1540,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,1,157,78,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,4194304,1,123,95,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,4194304,1,138,71196,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,4194304,1,124,93,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,4194304,1,135,112,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,4194304,1,169,152156,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,4194304,2,1367,1325,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,4194304,2,1530,1522,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,2,142,101,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,4194304,2,153,119,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,4194304,2,172,73142,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,4194304,2,126,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,4194304,2,141,113,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,4194304,2,187,151614,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,4194304,3,1340,1321,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,4194304,3,1525,1495,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,3,140,103,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,4194304,3,153,118,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,4194304,3,179,71445,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,4194304,3,125,92,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,4194304,3,141,113,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,4194304,3,164,144823,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,4194304,4,1350,1378,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,4194304,4,1569,1153,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,4,148,79,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,4194304,4,111,89,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,4194304,4,138,71727,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,4194304,4,127,86,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,4194304,4,126,113,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,4194304,4,183,148825,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,4194304,5,1298,959,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,4194304,5,1101,1524,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,4194304,5,161,122,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,4194304,5,137,115,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,4194304,5,173,73360,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
rs,8+2,4194304,5,128,97,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,8+2,4194304,5,139,109,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,8+2,4194304,5,174,153775,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
plain,1+0,16777216,1,5346,5242,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
stripe,10+0,16777216,1,6140,5863,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),scalar
rs,4+2,16777216,1,475,286,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-sys,4+2,16777216,1,454,342,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
mojette-nonsys,4+2,16777216,1,560,293951,OK,healthy,v1,x86_64,Intel(R) N100,7.0.0-11163-g462c8a7b7fb3,scalar(forced),262144,scalar
